star,4205.650Cr1_4210.786Fe1_15,4205.650Cr1_4210.786Fe1_16,4205.650Cr1_4215.052Zr1_16,4205.650Cr1_4216.017Fe1_16,4210.786Fe1_4215.052Zr1_16,4210.786Fe1_4216.017Fe1_16,4210.786Fe1_4217.791Fe1_16,4214.834Fe1_4219.893V1_16,4214.834Fe1_4223.402Fe1_16,4215.052Zr1_4216.017Fe1_16,4215.052Zr1_4217.791Fe1_16,4217.791Fe1_4219.893V1_16,4219.893V1_4227.146Fe1_16,4223.402Fe1_4227.146Fe1_16,4257.811Cr1_4264.790La2_17,4257.811Cr1_4264.790La2_18,4277.630Ti1_4282.569Ti1_18,4280.692Fe1_4287.210Ti1_18,4295.006Fe1_4299.716Ni1_18,4295.006Fe1_4299.716Ni1_19,4299.716Ni1_4309.365Mn2_19,4309.365Mn2_4312.193Gd2_19,4309.365Mn2_4315.724Nd2_19,4309.365Mn2_4318.008Ti2_19,4312.193Gd2_4318.008Ti2_19,4312.193Gd2_4322.165Ti2_19,4315.295Sc2_4322.165Ti2_19,4334.960La2_4346.111Fe1_20,4343.034Fe1_4346.111Fe1_20,4343.034Fe1_4351.364Fe1_20,4346.111Fe1_4351.364Fe1_20,4370.628Fe2_4381.963Fe1_21,4381.963Fe1_4386.207Cr1_21,4381.963Fe1_4386.207Cr1_22,4387.097Ti1_4398.472Cr1_22,4398.472Cr1_4399.855Ni1_22,4398.472Cr1_4400.835Ni1_22,4399.855Ni1_4400.835Ni1_22,4399.855Ni1_4411.270Ru1_22,4400.835Ni1_4404.412Fe1_22,4400.835Ni1_4411.270Ru1_22,4490.998Fe1_4492.660Fe2_25,4490.998Fe1_4502.533Ti2_25,4492.660Fe2_4500.398Fe1_25,4492.660Fe2_4503.480Mn1_25,4493.938Fe1_4500.398Fe1_25,4493.938Fe1_4503.480Mn1_25,4493.938Fe1_4503.854Fe1_25,4500.398Fe1_4503.480Mn1_25,4500.398Fe1_4503.854Fe1_25,4500.398Fe1_4506.094Fe1_25,4500.398Fe1_4510.999Fe1_25,4503.480Mn1_4506.094Fe1_25,4503.480Mn1_4510.999Fe1_25,4503.854Fe1_4506.094Fe1_25,4503.854Fe1_4509.949Fe1_25,4503.854Fe1_4510.999Fe1_25,4503.854Fe1_4514.255Ni1_25,4506.094Fe1_4510.999Fe1_25,4509.949Fe1_4514.255Ni1_25,4510.999Fe1_4521.249Ni1_25,4510.999Fe1_4521.249Ni1_26,4514.255Ni1_4521.249Ni1_25,4514.255Ni1_4521.249Ni1_26,4552.923Fe1_4553.422Fe1_26,4552.923Fe1_4553.422Fe1_27,4552.923Fe1_4554.443Ni1_26,4552.923Fe1_4554.443Ni1_27,4553.422Fe1_4554.443Ni1_26,4553.422Fe1_4554.443Ni1_27,4569.604Ti2_4569.882Fe1_27,4569.604Ti2_4575.498Fe1_27,4575.498Fe1_4576.000Fe1_27,4575.498Fe1_4577.610Fe2_27,4575.498Fe1_4584.693Ti2_27,4575.498Fe1_4587.651V1_27,4576.000Fe1_4577.610Fe2_27,4576.000Fe1_4579.830Ca1_27,4576.000Fe1_4587.651V1_27,4577.610Fe2_4579.830Ca1_27,4577.610Fe2_4587.651V1_27,4577.610Fe2_4588.413Fe1_27,4577.610Fe2_4589.484Cr2_27,4579.830Ca1_4588.413Fe1_27,4579.830Ca1_4588.413Fe1_28,4579.830Ca1_4589.484Cr2_27,4579.830Ca1_4589.484Cr2_28,4584.412Fe1_4584.693Ti2_27,4584.412Fe1_4584.693Ti2_28,4584.412Fe1_4592.075Fe1_28,4584.693Ti2_4587.651V1_27,4584.693Ti2_4587.651V1_28,4584.693Ti2_4588.413Fe1_27,4584.693Ti2_4588.413Fe1_28,4584.693Ti2_4592.075Fe1_28,4584.693Ti2_4595.452V1_28,4587.651V1_4588.413Fe1_27,4587.651V1_4588.413Fe1_28,4587.651V1_4589.484Cr2_27,4587.651V1_4589.484Cr2_28,4587.651V1_4592.075Fe1_28,4587.651V1_4595.452V1_28,4588.413Fe1_4589.484Cr2_27,4588.413Fe1_4589.484Cr2_28,4588.413Fe1_4595.452V1_28,4588.413Fe1_4599.405Fe1_28,4589.484Cr2_4595.452V1_28,4589.484Cr2_4599.405Fe1_28,4592.075Fe1_4595.452V1_28,4592.075Fe1_4600.028Fe1_28,4595.452V1_4599.405Fe1_28,4595.452V1_4605.847Fe1_28,4595.452V1_4606.878Fe1_28,4600.028Fe1_4604.632Fe1_28,4600.028Fe1_4605.238Fe1_28,4604.632Fe1_4605.238Fe1_28,4605.847Fe1_4606.878Fe1_28,4606.878Fe1_4618.561Ti1_28,4637.144Fe1_4638.802Fe1_29,4651.118Fe1_4651.312Ti1_29,4651.118Fe1_4651.312Ti1_30,4651.118Fe1_4657.487Cr1_29,4651.118Fe1_4657.487Cr1_30,4651.118Fe1_4658.285Fe2_29,4651.118Fe1_4658.285Fe2_30,4651.118Fe1_4659.599Fe1_29,4651.118Fe1_4659.599Fe1_30,4651.118Fe1_4661.736Fe1_30,4651.118Fe1_4662.839Fe1_30,4651.312Ti1_4657.487Cr1_29,4651.312Ti1_4657.487Cr1_30,4651.312Ti1_4658.285Fe2_29,4651.312Ti1_4658.285Fe2_30,4651.312Ti1_4659.599Fe1_29,4651.312Ti1_4659.599Fe1_30,4651.312Ti1_4661.736Fe1_30,4651.312Ti1_4662.839Fe1_30,4652.593Cr1_4653.460Cr1_29,4652.593Cr1_4653.460Cr1_30,4657.487Cr1_4658.285Fe2_29,4657.487Cr1_4658.285Fe2_30,4657.487Cr1_4659.599Fe1_29,4657.487Cr1_4659.599Fe1_30,4657.487Cr1_4661.736Fe1_30,4657.487Cr1_4662.839Fe1_30,4657.487Cr1_4668.292Ni1_30,4658.285Fe2_4659.599Fe1_29,4658.285Fe2_4659.599Fe1_30,4658.285Fe2_4661.736Fe1_30,4658.285Fe2_4662.839Fe1_30,4658.285Fe2_4668.292Ni1_30,4659.599Fe1_4661.736Fe1_30,4659.599Fe1_4662.839Fe1_30,4659.599Fe1_4668.292Ni1_30,4661.736Fe1_4662.839Fe1_30,4661.736Fe1_4668.292Ni1_30,4662.839Fe1_4668.292Ni1_30,4680.155Fe1_4683.218Ti1_30,4681.605Fe1_4682.783Fe1_30,4681.605Fe1_4683.421Fe1_30,4681.605Fe1_4684.870Fe1_30,4681.605Fe1_4689.488Fe1_30,4682.783Fe1_4683.421Fe1_30,4682.783Fe1_4683.871Fe1_30,4682.783Fe1_4689.488Fe1_30,4683.218Ti1_4684.870Fe1_30,4683.421Fe1_4683.871Fe1_30,4683.421Fe1_4683.871Fe1_31,4683.421Fe1_4684.870Fe1_30,4683.421Fe1_4684.870Fe1_31,4683.421Fe1_4689.488Fe1_30,4683.421Fe1_4689.488Fe1_31,4683.871Fe1_4689.488Fe1_30,4683.871Fe1_4689.488Fe1_31,4684.870Fe1_4689.488Fe1_30,4684.870Fe1_4689.488Fe1_31,4737.168Fe1_4742.856Fe1_32,4738.098Fe1_4742.856Fe1_32,4757.448Cr1_4759.449Ti1_32,4757.448Cr1_4759.449Ti1_33,4757.448Cr1_4760.600Ti1_32,4757.448Cr1_4760.600Ti1_33,4757.448Cr1_4762.860Mn1_32,4757.448Cr1_4762.860Mn1_33,4757.448Cr1_4767.190Mn1_32,4757.448Cr1_4767.190Mn1_33,4759.449Ti1_4760.600Ti1_32,4759.449Ti1_4760.600Ti1_33,4759.449Ti1_4762.860Mn1_32,4759.449Ti1_4762.860Mn1_33,4759.449Ti1_4764.110Ti2_32,4759.449Ti1_4764.110Ti2_33,4759.449Ti1_4765.626Cr1_32,4759.449Ti1_4765.626Cr1_33,4760.600Ti1_4762.860Mn1_32,4760.600Ti1_4762.860Mn1_33,4760.600Ti1_4764.110Ti2_32,4760.600Ti1_4764.110Ti2_33,4760.600Ti1_4765.626Cr1_32,4760.600Ti1_4765.626Cr1_33,4760.600Ti1_4767.190Mn1_32,4760.600Ti1_4767.190Mn1_33,4762.860Mn1_4767.190Mn1_32,4762.860Mn1_4767.190Mn1_33,4764.110Ti2_4765.626Cr1_32,4764.110Ti2_4765.626Cr1_33,4764.110Ti2_4769.189Cr1_32,4764.110Ti2_4769.189Cr1_33,4765.626Cr1_4769.189Cr1_32,4765.626Cr1_4769.189Cr1_33,4765.626Cr1_4777.402Fe1_33,4769.189Cr1_4777.402Fe1_33,4777.402Fe1_4787.294Fe1_33,4777.402Fe1_4787.619Ni1_33,4777.402Fe1_4789.165Fe1_33,4787.294Fe1_4787.619Ni1_33,4787.294Fe1_4789.165Fe1_33,4787.294Fe1_4792.585Fe1_33,4787.294Fe1_4794.208Co1_33,4787.294Fe1_4799.873Ti2_33,4787.619Ni1_4789.165Fe1_33,4787.619Ni1_4792.585Fe1_33,4787.619Ni1_4794.208Co1_33,4787.619Ni1_4799.873Ti2_33,4787.619Ni1_4800.072Fe1_33,4789.165Fe1_4792.585Fe1_33,4789.165Fe1_4794.208Co1_33,4789.165Fe1_4799.873Ti2_33,4789.165Fe1_4800.072Fe1_33,4792.585Fe1_4794.208Co1_33,4792.585Fe1_4799.873Ti2_33,4792.585Fe1_4800.072Fe1_33,4792.585Fe1_4801.470Fe1_33,4792.585Fe1_4802.370Cr1_33,4794.208Co1_4799.873Ti2_33,4794.208Co1_4799.873Ti2_34,4794.208Co1_4800.072Fe1_33,4794.208Co1_4800.072Fe1_34,4794.208Co1_4801.470Fe1_33,4794.208Co1_4801.470Fe1_34,4794.208Co1_4802.370Cr1_33,4794.208Co1_4802.370Cr1_34,4794.208Co1_4805.862Fe1_33,4794.208Co1_4805.862Fe1_34,4799.873Ti2_4800.072Fe1_33,4799.873Ti2_4800.072Fe1_34,4799.873Ti2_4802.370Cr1_33,4799.873Ti2_4802.370Cr1_34,4799.873Ti2_4809.052Fe1_34,4799.873Ti2_4809.492Fe1_34,4799.873Ti2_4811.877Zn1_34,4787.294Fe1_4800.072Fe1_33,4800.072Fe1_4801.470Fe1_33,4800.072Fe1_4801.470Fe1_34,4800.072Fe1_4802.370Cr1_33,4800.072Fe1_4802.370Cr1_34,4800.072Fe1_4805.862Fe1_33,4800.072Fe1_4805.862Fe1_34,4800.072Fe1_4809.052Fe1_34,4800.072Fe1_4809.492Fe1_34,4801.470Fe1_4805.862Fe1_33,4801.470Fe1_4805.862Fe1_34,4801.470Fe1_4809.492Fe1_34,4802.370Cr1_4809.052Fe1_34,4802.370Cr1_4809.492Fe1_34,4802.370Cr1_4811.877Zn1_34,4802.370Cr1_4814.838Co1_34,4805.862Fe1_4809.492Fe1_34,4805.862Fe1_4814.458Fe1_34,4805.862Fe1_4814.838Co1_34,4809.052Fe1_4809.492Fe1_34,4809.052Fe1_4811.877Zn1_34,4809.052Fe1_4814.838Co1_34,4809.492Fe1_4814.458Fe1_34,4809.492Fe1_4814.838Co1_34,4814.458Fe1_4814.838Co1_34,4824.870Mn1_4830.380Ni1_34,4897.806Fe1_4901.486Y2_36,4901.486Y2_4910.754Fe1_36,4901.486Y2_4911.388Fe1_36,4901.486Y2_4911.696Fe1_36,4901.486Y2_4911.936Fe1_36,4901.486Y2_4912.566Ti2_36,4901.486Y2_4913.150Fe1_36,4901.486Y2_4913.389Ni1_36,4910.754Fe1_4911.388Fe1_36,4910.754Fe1_4911.388Fe1_37,4910.754Fe1_4911.696Fe1_36,4910.754Fe1_4911.696Fe1_37,4910.754Fe1_4911.936Fe1_36,4910.754Fe1_4911.936Fe1_37,4910.754Fe1_4912.566Ti2_36,4910.754Fe1_4912.566Ti2_37,4910.754Fe1_4913.150Fe1_36,4910.754Fe1_4913.150Fe1_37,4910.754Fe1_4913.389Ni1_36,4910.754Fe1_4913.389Ni1_37,4910.754Fe1_4914.987Ti1_36,4910.754Fe1_4914.987Ti1_37,4910.754Fe1_4915.345Ni1_36,4910.754Fe1_4915.345Ni1_37,4910.754Fe1_4918.603Fe1_36,4910.754Fe1_4918.603Fe1_37,4910.754Fe1_4919.730Ni1_36,4910.754Fe1_4919.730Ni1_37,4910.754Fe1_4920.075Ni1_36,4910.754Fe1_4920.075Ni1_37,4911.388Fe1_4911.696Fe1_36,4911.388Fe1_4911.696Fe1_37,4911.388Fe1_4911.936Fe1_36,4911.388Fe1_4911.936Fe1_37,4911.388Fe1_4914.987Ti1_36,4911.388Fe1_4914.987Ti1_37,4911.388Fe1_4915.345Ni1_36,4911.388Fe1_4915.345Ni1_37,4911.388Fe1_4918.603Fe1_36,4911.388Fe1_4918.603Fe1_37,4911.388Fe1_4919.730Ni1_36,4911.388Fe1_4919.730Ni1_37,4911.696Fe1_4911.936Fe1_36,4911.696Fe1_4911.936Fe1_37,4911.696Fe1_4912.566Ti2_36,4911.696Fe1_4912.566Ti2_37,4911.696Fe1_4913.389Ni1_36,4911.696Fe1_4913.389Ni1_37,4911.696Fe1_4914.987Ti1_36,4911.696Fe1_4914.987Ti1_37,4911.696Fe1_4915.345Ni1_36,4911.696Fe1_4915.345Ni1_37,4911.696Fe1_4918.603Fe1_36,4911.696Fe1_4918.603Fe1_37,4911.696Fe1_4919.730Ni1_36,4911.696Fe1_4919.730Ni1_37,4911.936Fe1_4912.566Ti2_36,4911.936Fe1_4912.566Ti2_37,4911.936Fe1_4913.389Ni1_36,4911.936Fe1_4913.389Ni1_37,4911.936Fe1_4914.987Ti1_36,4911.936Fe1_4914.987Ti1_37,4911.936Fe1_4915.345Ni1_36,4911.936Fe1_4915.345Ni1_37,4911.936Fe1_4918.603Fe1_36,4911.936Fe1_4918.603Fe1_37,4911.936Fe1_4919.730Ni1_36,4911.936Fe1_4919.730Ni1_37,4912.566Ti2_4913.150Fe1_36,4912.566Ti2_4913.150Fe1_37,4912.566Ti2_4913.389Ni1_36,4912.566Ti2_4913.389Ni1_37,4912.566Ti2_4914.987Ti1_36,4912.566Ti2_4914.987Ti1_37,4912.566Ti2_4915.345Ni1_36,4912.566Ti2_4915.345Ni1_37,4912.566Ti2_4918.603Fe1_36,4912.566Ti2_4918.603Fe1_37,4912.566Ti2_4919.730Ni1_36,4912.566Ti2_4919.730Ni1_37,4912.566Ti2_4920.075Ni1_36,4912.566Ti2_4920.075Ni1_37,4913.150Fe1_4913.389Ni1_36,4913.150Fe1_4913.389Ni1_37,4913.150Fe1_4914.987Ti1_36,4913.150Fe1_4914.987Ti1_37,4913.150Fe1_4915.345Ni1_36,4913.150Fe1_4915.345Ni1_37,4913.150Fe1_4918.603Fe1_36,4913.150Fe1_4918.603Fe1_37,4913.150Fe1_4919.730Ni1_36,4913.150Fe1_4919.730Ni1_37,4913.150Fe1_4920.075Ni1_36,4913.150Fe1_4920.075Ni1_37,4913.389Ni1_4914.987Ti1_36,4913.389Ni1_4914.987Ti1_37,4913.389Ni1_4915.345Ni1_36,4913.389Ni1_4915.345Ni1_37,4913.389Ni1_4918.603Fe1_36,4913.389Ni1_4918.603Fe1_37,4913.389Ni1_4919.730Ni1_36,4913.389Ni1_4919.730Ni1_37,4913.389Ni1_4920.075Ni1_36,4913.389Ni1_4920.075Ni1_37,4914.987Ti1_4915.345Ni1_36,4914.987Ti1_4915.345Ni1_37
HD10180,365102.2474529326,365025.44510689215,670781.2056539657,738586.7068448882,305879.7682811867,374149.3825446536,498895.6320402679,360799.88760838035,608992.8540862735,68136.07555818556,193117.31499267614,151074.28486202648,513671.5373451884,265475.9121812288,492907.8833113918,492706.5975764823,346029.52532001084,457232.83062045544,328467.1558689513,328484.02965197276,672102.7850512211,195557.62011257058,441502.5061409146,600362.6855080012,404813.21793993394,693331.5956389206,476613.59762039536,768560.5213011536,212278.94374373456,575495.2334049925,363238.12767476815,775570.6021737478,290985.7242878614,290916.40769595554,778275.1643945195,92629.94969748225,160579.6686469703,67919.05874449508,776258.8244444473,242750.3069503996,708618.0791442809,110936.68391373313,768929.9409956931,515495.12926013913,720576.7258164085,430457.3944512156,635497.6932503693,660640.3129985298,205067.01913250543,230174.7509827113,379069.47002774716,705291.6770571045,173972.56104805606,500200.4895858303,148884.9766990983,405510.0379308767,475126.6462777899,691555.6426551196,326248.71964477206,286060.0367098467,680761.3333904183,680797.1153784835,464330.932620185,464237.0178304161,32699.018880142557,32659.277856539884,99972.53357086895,99832.50055413296,67279.3800518955,67124.85111460749,18061.66026351112,386359.98930277687,32899.779399593295,138753.6456903362,601866.9192303465,795145.9694571857,105862.33217493241,251198.50148233995,762249.459509875,145344.46678747138,656389.8838030467,706227.6529329643,776348.814655829,560881.3870698473,560864.5808572839,631004.1659881336,630929.1993815552,18635.741414986227,18695.355667809978,500875.6863404043,193278.15773036814,193102.42886379914,243113.94247711843,243070.5344918014,482136.87320051005,699376.0760941495,49838.23476470762,49960.469639993426,119956.79306238542,120033.65481503849,289022.1794607083,506272.6510480288,70119.84833778747,70066.33910627617,456305.4322106849,717467.4055986232,386237.5170987151,647398.2158915738,217240.41535765133,518837.6043194512,261161.54705577262,680455.5708314189,747409.9570449796,299674.0526161965,338732.81921316765,39025.60860803574,66957.39250101768,759675.8670710116,107251.8315505307,13080.219120579299,13251.289845770674,410635.694566631,410680.1338832413,461672.61948448716,461685.0063515715,546685.2996196662,546547.196083142,683531.8617238001,754834.5517355978,397574.63188891445,397459.19077104283,448614.0317662664,448527.7488006175,533619.6228720834,533300.4561043325,670297.5188313371,741608.5881177783,56432.814505692855,56425.34270219407,51027.79199528105,50959.75394875599,136043.08291227173,135861.99404197064,272853.2021895959,344149.5116210693,694220.8964811659,85027.14417819437,84794.60775701197,221839.86617495434,293136.57502002275,643223.5158593811,136988.0012145479,208294.9133632249,558362.6699373241,71299.99070981103,421369.8654408707,350072.95633161353,196204.95531518137,75023.28990435987,116394.71359087528,209072.66532100854,504308.91377408523,41370.26222395359,69921.9200526401,429281.3824423172,105517.99192891535,28552.275838684804,28331.938782411544,92679.62604611085,92679.736389082,387906.4843449973,387889.6040345335,359355.40888258314,359556.6204722673,295234.71187232545,295208.8802861167,359771.4153444142,300569.6864452017,126443.09802887884,126502.35304531838,199008.4513077124,199032.87588480045,340824.9923942538,340867.75049462507,613713.1834293928,613777.1623184034,72549.916306092,72567.1191522767,214377.6023613637,214361.3691840619,293393.0530893878,293141.74735603796,388757.1461429884,388794.1243641989,141825.48927534686,141797.4113439726,220858.53216944728,220574.11662605175,316214.7220489208,316224.8709052565,414735.2830489003,414733.3056257734,272909.20639320323,272945.5641106414,95419.12082916734,95647.7593934932,319442.5164708297,319639.3632487156,224125.6381722561,223984.51876907673,739884.7525188914,515906.753018134,619939.4020107951,640501.6062454449,737162.8008468654,20566.11312053475,117230.19164820257,330639.05666922,431809.7350102547,786804.940338047,96658.39848371419,310078.25117193226,411244.5629753504,766219.6146147365,778687.8143585738,213418.34893086465,314579.06987386424,669539.4863118957,682034.0882088755,101173.57049786628,456167.8038528099,468604.31202538306,555653.7415063701,611789.0967233515,354997.46541563503,354986.6159656791,367439.57115980214,367459.6312019747,454478.7148068869,454603.64197997656,510624.85152565496,510695.59479625616,728532.7634783505,728605.1112835904,12433.440359000128,12419.805983884122,155644.6311004171,155709.56122279327,572753.5541931498,600077.2676522712,748803.3445587981,799251.7397837768,87036.44256687893,87156.0552622248,143180.06041185738,143276.25335466722,361093.5274878597,361197.53454674536,560305.7913158746,587633.0048849145,274076.7263078207,274017.2572760368,500460.40962916415,417044.31715284905,444366.9840006741,593095.3183841043,776496.1416625903,226445.79502439883,535686.1306390308,558571.7284083604,27320.390936645763,176051.79266926763,359436.51518695673,309252.9971257176,332109.7015805757,22856.244115576847,342495.6046746914,225363.71996541688,566161.2386899708,604927.5105691863,623759.9038269947,638343.5667689975,676716.0879925905,712265.2626266392,727037.6309698687,38751.720323591435,38758.91911699473,57598.44951978391,57658.33106147708,72185.34625945309,72141.38453786298,110556.54783941578,110604.40507476829,146102.24626280824,146154.1388367905,160858.09048286293,160937.84448277132,258322.71891235578,258382.06695458354,280144.06051882036,280210.8066946412,478737.2862035399,478826.2039759053,547985.6024086907,547999.5813081367,568637.526053487,568739.4787667926,18846.959241467353,18896.23408291461,33406.045699913535,33381.20782748018,219567.56415237125,219619.88694512207,241346.85586769582,241453.45209991827,439983.2724102231,440064.35551980213,509210.4958918495,509238.85571799666,14587.32318364929,14483.381566571376,52958.47815705796,52946.54034811554,103258.74666191844,103284.81064465619,200724.59572800534,200723.37822469138,222546.7937349444,222556.2750153395,421138.648038819,421168.15048726,490387.2404100087,490342.83175502386,38370.54002597621,38462.16615641002,88695.87218052473,88798.47615777579,186140.5794129013,186239.48034175285,207959.77416717194,208071.29803941626,406552.5612909484,406684.2527747886,475806.0374178873,475858.67226086586,35545.99584822546,35546.27508411444,50297.61781848323,50335.27253460007,147766.49327907333,147777.64207483886,169587.9771805882,169608.8497543302,368180.8734126062,368218.85973438615,437430.90623627306,437395.7933210094,458082.1888279157,458134.04476304504,14757.911833524355,14793.544045925506,112218.78463609607,112231.28952983045,134038.11663347945,134060.46737655747,332635.1540182487,332672.8654175514,401884.09185243835,401849.9179729713,422536.5651852872,422583.72845415905,97460.95362017694,97441.08258317127,119244.0317289544,119275.60078790088,317877.15627823473,317885.6655112303,387105.1449965229,387059.5258613082,407803.0813734143,407797.28966494947,21816.076687724497,21831.4989116186
HD102117,365481.49709004024,365177.7577402519,671461.0274155193,nan,306283.4785795302,nan,498620.11489856476,360780.3280058578,609125.6654558877,nan,192336.71802507577,151159.53101733362,513838.07639112003,265492.68136926676,492730.1041878334,493012.62123051594,346033.26041732583,457004.5491652274,328435.0148425097,328316.67671800766,nan,nan,nan,nan,404656.7542106424,693243.6548006563,476727.7894243834,768640.877237265,212051.84951585642,nan,nan,775572.0468446554,291072.8833631786,291000.03613333916,777737.7153678458,93125.30064353984,160292.2719537446,67166.97409911575,776251.063343369,243510.98916885015,709084.1920824371,111072.62118349264,768876.2960280136,515400.79577997955,720454.2213734223,430504.81345115136,635558.2947776658,660631.0849452113,205053.63738934623,230126.45354887264,379060.2615209393,705274.9178942606,174006.66175344883,500221.4817321947,148933.84411029055,405462.6709513931,475148.67885813897,691486.6557662912,326214.89896119735,286024.20788228244,680756.3096695564,680825.1664172958,464418.32529747003,464326.5855226791,32689.535388092816,32606.23334952632,99906.47010478625,99733.37305493842,67216.93532732558,67127.14031262066,18226.94132875056,386347.41741881816,32914.855339956695,138713.65524017272,601887.1681151293,795249.9066164573,105798.80124387951,251238.67568065738,762335.106782522,145439.88519026616,656536.452832323,706352.0634179466,776367.7582610092,560912.3385146941,560840.6090190958,630928.0712368911,630814.6091382854,18666.36389878973,18700.20582232234,500938.84234130115,193362.99595001433,193340.54144936227,243178.66428048856,243163.09261937384,482238.6490848241,699496.4542665529,49815.67484620988,49822.55768547342,119831.47532965081,119796.62550450112,288898.1825607388,506156.1032279691,70015.80164604435,69974.06898076073,456333.57755292696,717469.6391451032,386359.54288920463,647495.6605867615,217258.00903699233,518818.0393212001,261136.29941405304,680411.8411690312,747406.8675382969,299713.4793678129,338951.7879003633,39238.319620550086,66995.12113923207,759663.6916414478,107228.85372587814,12918.226930124365,12843.550908088057,410582.6823495771,410540.1649479058,461505.87387170404,nan,546466.0930048844,546502.3451685928,683410.4256431824,754821.87010675,397664.4612864909,397696.61987280805,448587.6543807767,nan,533547.8765517886,533658.8046798259,670566.8911073086,741978.339207387,56449.86974302945,56466.09135299756,50923.21836273233,nan,135883.4954618115,135962.2650731937,272870.4736525119,344282.0019240973,nan,84960.27873437783,nan,nan,nan,nan,136908.22270804644,208319.76397540647,nan,71411.54693271405,nan,nan,196158.8398665352,74932.39371910006,nan,209082.45585571608,504252.93311616743,nan,69960.56172363693,429320.5845201076,105555.1072773692,nan,28425.999665303512,nan,92656.15297987661,nan,387834.2815601418,359360.05282011465,359408.2929165396,295170.5638245225,295178.15808578575,359785.144089505,nan,126508.27787107573,126489.1483797645,198999.84644797235,198920.71166370617,340886.5330767603,340811.2822784323,613810.7613110871,613711.524188861,72491.57365331982,72431.56835337903,214378.28092196633,214322.15959865524,nan,293146.24526642566,nan,388638.45970070106,141886.71340215037,141890.59737226646,nan,220714.68994897802,nan,316206.9161069226,414811.05580373073,414790.9533801204,272924.3870836208,272900.40068502526,nan,95492.244696219,nan,319566.5152172992,nan,224074.28954149576,739998.763565879,515924.7119865723,619938.7946660013,640441.3530036423,737122.4709315114,20502.580980711522,117183.82522039104,330849.5842049855,431796.28028550884,786681.8421684278,96681.24488580525,310347.0090800614,411293.7094331335,766179.2955622391,nan,213665.78202721378,314612.49934649747,669498.1886261002,nan,100946.73619493016,455832.58797845134,nan,555453.6814567712,611671.3627848361,354885.89720748155,354911.4062209326,nan,367410.9547686417,454507.0161509185,454546.87696987874,510724.71430935734,510749.9121648101,728596.2855701514,728674.0329180197,nan,12499.553081538177,155838.8956706686,155838.58452203753,572866.8969532722,600203.6333682374,748911.529641483,nan,nan,87135.96267996119,nan,143339.03221716228,nan,361263.34718382993,560367.355033159,587704.0925512156,274089.5218943492,274127.40850724856,500568.20117593,417028.4159914568,444365.16446067806,593073.1376556329,776437.8593987083,226440.87909960482,535756.4673403656,558513.7759143134,27336.76256053025,176044.84277858454,359409.76712076546,309315.6926220872,332073.0136357055,22757.327515744655,342498.9224339055,225292.72965584608,566285.7545710034,605011.3121679691,623856.621181116,638439.0571913918,676750.7128463242,712330.7245956262,727128.4196307671,38725.594502868036,38762.64174239183,57570.92318480766,57642.27134769374,72153.37518257117,72168.98760360447,110465.07603265277,nan,146045.1338959637,146116.71681774192,160842.84928414915,160986.0962346721,258294.83208784836,258330.2637751924,280172.6798000393,280187.2967616188,478757.0061128838,478791.69841597433,547937.4303603551,547986.2135816613,568538.9781688402,568672.1035522532,18845.328798809776,18879.629722642043,33427.78093951613,33406.3461211637,219569.2436941744,219567.6281486329,241447.09258409883,241424.6623128287,440031.4343032053,440029.0793900062,509211.8659131407,509223.6019270483,14582.45216625927,14526.71642400687,52894.15378354045,nan,103271.92875936726,103343.82755452856,200723.9172056889,200688.00074008908,222601.7666027177,222545.03541176178,421186.11521978176,421149.45939953445,490366.5502037894,490343.98531738797,38311.701699480494,nan,88689.47696462915,88817.11150141351,186141.4665549837,186161.2858257342,208019.31631474313,208018.32085837488,406603.6700001579,406622.74989533453,475784.10750120756,475817.2783211107,35580.05945998902,nan,50377.77574129574,nan,147829.76778798323,nan,169707.61837740344,nan,368291.98425923387,nan,437472.4279832144,nan,458073.98216004216,nan,14797.716355086786,14869.380389856095,112249.70997029383,112213.55873945361,134127.56117022483,134070.5952118184,332711.9369265952,332675.04633713694,401892.38592388603,401869.58627015253,422493.94185413694,422555.48440068547,97451.99406547315,97344.17880139807,119329.84547394837,119201.21548296874,317914.22492534015,317805.670320219,387094.67597234144,387000.2123129153,407696.2325891195,407686.1111360962,21877.85211616528,21857.037387043947
