Transition,Order,sigsys,a,b_1,c_1,d_1,b_2,c_2,d_2
4769.189Cr1,33,9.657368936693873,248.5757405483917,-0.33860989769254407,-128.38698344651866,331.90285175557347,2.5891823876655954e-05,43.98169636174325,-36.46266577222026
4777.402Fe1,33,11.04339730272549,-6705.8598291808175,1.691499860628215,-108.62869431370773,981.7087143247091,-0.00015568186380908022,42.92807746529359,-111.78609862734874
4787.294Fe1,33,9.680604515158674,35.76660503214828,-1.2015062338323061,-40.89502933040636,1591.6087429880245,0.0001019468564551159,-50.977429976768065,-185.28123193754718
4787.619Ni1,33,18.13120110104841,11698.982992697373,-2.9735584771815797,107.4993187098349,-1691.8310267669767,0.00026611434481592486,-156.52299885006883,213.117466762458
4789.165Fe1,33,4.320150486898055,4384.01512016052,-1.1500947707979658,-14.868726854889966,-493.324489927175,9.9394259084327e-05,-16.661235160801063,55.52660593714618
4792.585Fe1,33,62.60789287799449,-52261.86241796675,15.229365803729976,-374.6606014133396,4990.2121861972055,-0.001403180108548953,397.71802913887433,-579.2033349860511
4794.208Co1,33,7.320317406989085,6526.691640638354,-2.5250280443993223,-121.55990600785024,-204.68574514844286,0.00022084766130128745,-51.93625316398299,35.90387350064764
4794.208Co1,34,8.040162560420205,10134.452888483294,-2.668748290935015,-140.21374923239512,-1659.0215463454872,0.0002347896058624565,-123.29826232983135,198.10731930505557
4799.873Ti2,33,9.475105024618571,395.6724435850355,-0.8068146568312395,-105.88271189027954,840.4528155731978,7.726294346704294e-05,37.71967319746925,-105.86131734142933
4799.873Ti2,34,8.18742442234677,1745.6298204951918,-0.7595157667017657,-98.35315289799011,119.1084458644279,7.579886005379631e-05,-15.325541695561029,-22.886417860726052
4800.072Fe1,33,5.354340369288826,679.3038021425724,-0.8122455941566334,-49.6432318682585,825.921305194189,7.005459011417862e-05,37.86678635881197,-98.67013647883302
4800.072Fe1,34,6.360563867154091,1282.0974013605173,-0.6105803980766042,-53.56209720053912,311.66558878661584,5.2416165625724345e-05,10.99852723308215,-42.04172846337075
4801.470Fe1,33,11.610989164640605,94.16824656450031,1.0666211296548627,-3.2721314895666183,-1447.4727124057226,-0.00010026078329475919,133.0774096162212,171.3450549252644
4801.470Fe1,34,20.186872091801618,-11011.922501072046,3.5804802593361518,13.055662546727401,374.1336677572566,-0.00032067778521065773,52.669575037664686,-38.90838008664811
4802.370Cr1,33,9.687130817597081,1393.729182648975,-0.35085568772555376,5.318200938423132,-231.38731547250785,2.5198655503852548e-05,-37.93771296071281,31.88174699592088
4802.370Cr1,34,6.466517710064102,863.8680509201791,-0.6728383806795959,-6.163479995625784,425.52599044743624,5.53371176614884e-05,9.724245512673864,-45.34439486961113
4805.862Fe1,33,15.076500974096282,-184.89932586978878,-0.22428735568657976,106.65127824974273,142.85667358723197,2.2214497298500883e-05,-106.34527302614376,-5.846696082307225
4805.862Fe1,34,22.105062226657058,10631.884571859167,-1.2717546628060514,170.108187621806,-3506.1784721364947,0.00011708415372289214,-150.54928084022345,413.7090649061383
4809.052Fe1,34,5.7389749687287885,-1092.1284725876862,0.9207345077485216,2.743048353509505,-663.7260154346973,-8.587146503724084e-05,70.52726644303321,80.80746747075753
4809.492Fe1,34,6.429962164915017,-2130.2757801056146,-1.3081250931215647,-23.709418738087003,2726.429506626345,0.00011535963761624509,38.58488669438812,-321.45098336655053
4811.877Zn1,34,9.105173441017229,-3673.4493064911467,1.1094660535576546,-42.854045281600584,308.0882484035363,-9.15782181920014e-05,28.568923819241714,-52.61728242349949
4814.458Fe1,34,19.250300708621673,-10018.230541716493,3.260103812716092,-104.7009762600918,349.5248746424158,-0.00029160377287689647,79.38517647224191,-37.5421333232728
4814.838Co1,34,8.697328333864261,3801.148844598961,-1.0642472613897638,-4.372930921769353,-949.2467687023832,9.91121987939101e-05,-15.690628472358673,116.1963786391663
