Transition 1,Transition 2,Order,sigsys,a,b_1,c_1,d_1,b_2,c_2,d_2
4994.748Fe2,5006.566Ti2,39,16.736691108629273,709495.9010066759,-6.446732072526585,170.84043296027244,8641.522384585354,0.0005217389382464346,108.85265936969225,-971.7408839577239
4997.044Ni1,4998.487Ti1,38,7.746097166646635,84925.6579787027,-2.0505208527343597,-40.07560058194198,3670.13147864178,0.00017875026655639938,100.2561918975127,-438.9581732389189
4997.044Ni1,4998.487Ti1,39,7.313412090908344,89776.59390781367,-1.4645076862796174,-41.38990458330569,594.5670475597516,0.0001288512374688689,113.08209019680658,-80.58103868986875
4997.044Ni1,5006.566Ti2,39,19.485376265904176,570711.8117771219,3.1762073944653326,158.19992556755392,-4355.595860284273,-0.00027680597568225025,224.6388018659886,518.6055588094521
4998.487Ti1,5006.566Ti2,39,17.49197163170503,482444.09256469895,4.652706079516437,205.98762138827888,-5667.677999556145,-0.00040555368957393697,133.6209249235257,680.6046008902708
5130.585Ti2,5130.810Ni1,42,14.715975746685361,-3365.450868566674,8.064611600633766,214.3504324375313,-3672.1603393992104,-0.0007063274786591807,79.93323826554524,458.4014801878894
5130.585Ti2,5132.898Fe1,42,13.61050832928749,136219.32179051152,1.6269196907034709,167.86813384055142,-2171.683159944038,-0.00016737453356992517,189.88867729112894,241.58201690716444
5130.585Ti2,5133.204Ni1,42,27.33223912505314,180989.28757536865,2.2320331430065563,112.78815908085598,-16814.268535050363,-0.00019149288304721763,-310.5741253161445,2003.7675308207188
5130.585Ti2,5135.118Fe1,42,8.035858095735275,262860.5873123724,3.5850345577571705,168.27357529901448,-3572.1415153460894,-0.00032537438798330994,144.0600968602911,413.5147287947068
5130.585Ti2,5138.510Ni1,42,9.356320768583435,465645.4967900383,5.348652124771223,171.1435467915996,-8940.894053100352,-0.00046404241850601767,-60.11136014832107,1064.3899657404666
5130.585Ti2,5138.813Fe1,42,8.015659351708877,476002.19656726206,2.4269482049985984,150.85689823878442,-1032.1048894684257,-0.00022872248055931621,128.9442080545259,133.49199133572228
5130.585Ti2,5143.171Fe1,42,8.48080449381924,721923.2709672317,3.9805982301695675,129.4113492720925,520.6950649921976,-0.00035985579962020893,81.9547346855473,-35.26936147004332
